query_split,query_row_index,query_image,query_sha256,query_phash,query_event,query_label,query_label_top,prior_split,prior_row_index,prior_image,prior_sha256,prior_phash,prior_event,prior_label,prior_label_top,phash_distance,nearest_match_count,same_event,same_informative_label,same_humanitarian_label,current_evaluation_eligible,review_status,pixel_corr_64,pixel_mae_64,histogram_cosine,query_width,query_height,prior_width,prior_height,same_dimensions,aspect_ratio_delta,clip_cosine_image,evidence_band,review_sheet,review_sheet_position,review_reason,review_basis,robust_exclude
test,311,data_image/hurricane_maria/22_10_2017/922203477819969537_0.jpg,124fa1b5dcaef72ed7695c33fea7637ad0bfabe298af5ce53a49b0ed426a1855,1919e666847adb91,hurricane_maria,not_informative,not_humanitarian,train,6407,data_image/hurricane_maria/22_10_2017/922139708368486400_0.jpg,0090b024f137f3624004d35f80d63e6419d9ad04a02e1ef7f341c088ae649127,1919e666847adb91,hurricane_maria,not_informative,not_humanitarian,0,1,True,True,True,True,confirmed_near_duplicate,0.999781769146479,0.0063872295431792,0.9958114624023438,960,618,1200,772,False,0.001006086825293,0.9662809371948242,moderate,moderate_05.jpg,14,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,321,data_image/mexico_earthquake/24_9_2017/911908841675264002_0.jpg,6186904ba4c3e92e02411feef49e3af2bbb14911474e39fd05b172815704e545,1d624a676fac40b5,mexico_earthquake,informative,missing_or_found_people,train,3984,data_image/mexico_earthquake/20_9_2017/910613347023953921_0.jpg,5c24574e8ebbd0237172dfce0989cfda1dd194cb063c528527faafdf11e332da,1d624a676fac40b5,mexico_earthquake,informative,rescue_volunteering_or_donation_effort,0,1,True,True,False,True,confirmed_near_duplicate,0.9995349715840152,0.0094391470775008,0.9956536889076232,1024,682,940,630,False,0.0094027835963319,0.9695963859558104,moderate,moderate_05.jpg,3,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,349,data_image/iraq_iran_earthquake/15_11_2017/930934280326385664_0.jpg,362d48a2b56b7ba3296de4b7d743d813028729e00e246490ec5593e7d3e62f48,2b92b933e84ca959,iraq_iran_earthquake,informative,rescue_volunteering_or_donation_effort,train,13504,data_image/iraq_iran_earthquake/18_11_2017/931898198569996288_0.jpg,03d97748c10a90568c2fc24f6c712380f0c3739c9ec535d8b7490d25fc2ba87d,2b92b933e84ca959,iraq_iran_earthquake,informative,infrastructure_and_utility_damage,0,1,True,True,False,True,confirmed_near_duplicate,0.99925278295507,0.0114995017647743,0.9974805116653442,1000,562,205,115,False,0.0032492650471915,0.8717169761657715,weak,weak_02.jpg,18,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,390,data_image/mexico_earthquake/21_9_2017/910707946983706624_0.jpg,e028cd70909fb0f9b98274f47e6df28502da96bbfe6cd4256966b573741d0811,30c949381f3c3d1f,mexico_earthquake,not_informative,affected_individuals,train,544,data_image/mexico_earthquake/21_9_2017/910713422358204416_0.jpg,53eddbd9100d283ad8877073dd8b2b76b9c4db8597c4c9a72e3663c660c2a694,30c949381f3c3d1f,mexico_earthquake,informative,not_humanitarian,0,1,True,False,False,True,confirmed_near_duplicate,0.999984813028606,0.0012047461932525,0.9996596574783324,1200,675,1200,675,True,0.0,0.998568058013916,strong,strong_02.jpg,6,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,424,data_image/california_wildfires/10_10_2017/917828952533716994_0.jpg,21d496ffe364ad89a87409efa52bf0486a3d6abee03ff1878f5c81695df5fe70,64d919f61a24f196,california_wildfires,informative,infrastructure_and_utility_damage,train,6,data_image/california_wildfires/10_10_2017/917815040962695168_0.jpg,d8d59364afa16173ae2dbafd990fe7e9bb8178db21e5def63f7f1d11f3dfb525,64d919f61a24f196,california_wildfires,informative,infrastructure_and_utility_damage,0,1,True,True,True,True,confirmed_near_duplicate,0.9845433558359588,0.0383083783090114,0.9620624780654908,129,86,1200,786,False,0.0267175572519084,0.8176617622375488,weak,weak_03.jpg,3,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,432,data_image/hurricane_irma/19_9_2017/910126622736560130_0.jpg,2b5b43e2d438bccd3d0f1191d4e057decefa6f312d57aff1d72aaf10a501515f,36630b0bb4ca79b2,hurricane_irma,informative,other_relevant_information,train,5747,data_image/hurricane_irma/19_9_2017/910046807161524224_0.jpg,3f6be6efcef2c0bb7608d83f6f9999600f34f03b048f85404e2dfe21c1a41c34,36630b0bb4ca79b2,hurricane_irma,informative,other_relevant_information,0,2,True,True,True,True,confirmed_near_duplicate,0.9998150068014584,0.0038701873272657,0.9992808699607848,950,468,1024,717,False,0.6017415870972356,0.9944310784339904,strong,strong_03.jpg,13,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,470,data_image/california_wildfires/24_10_2017/922925671025741824_0.jpg,5d4ed86ca9ecd7e45a734beff0ebe7ba62413e89528adf100b3520694519625a,15932a3addc5392c,california_wildfires,informative,other_relevant_information,train,4725,data_image/california_wildfires/10_10_2017/917864087438049280_0.jpg,8f25aedf836967b28234790385d08d59f3bcfe6ef2a829a5f483a7df3f858b59,15932a3addc5392c,california_wildfires,informative,injured_or_dead_people,0,1,True,True,False,True,confirmed_near_duplicate,0.9990233060604288,0.0087447017431259,0.996748387813568,320,240,534,401,False,0.0016625103906897,0.9658757448196412,moderate,moderate_05.jpg,16,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,472,data_image/california_wildfires/10_10_2017/917794892113498113_0.jpg,b40ffb47b544192a8e3d5f451fb89599d46298b3c696ab14814e27fa5f9a14c5,17932b3ac5c5392c,california_wildfires,informative,injured_or_dead_people,train,3951,data_image/california_wildfires/10_10_2017/917800657796595715_0.jpg,78224878a9a99bed960a52ba5e67d4abd168b13b50ba1ab0f877aaf73701c32d,17932b3ac5c5392c,california_wildfires,informative,rescue_volunteering_or_donation_effort,0,1,True,True,False,True,confirmed_near_duplicate,0.9960532272780276,0.020505579188466,0.9742136597633362,1080,720,82,55,False,0.009090909090909,0.7713180780410767,weak,weak_03.jpg,8,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,488,data_image/hurricane_irma/18_9_2017/909839409222230017_0.jpg,c8d1d09ce9561d0dbcde5104678ecbc905f7f50de22d50730ab9bcf7f162e8af,0000000000000000,hurricane_irma,informative,other_relevant_information,train,8571,data_image/iraq_iran_earthquake/14_11_2017/930497460270698496_0.jpg,4f83d33e3f67ae210ca0b994cedd1906ecbdf3ff329b11a796caa105d6738de4,0000000000000000,iraq_iran_earthquake,not_informative,not_humanitarian,0,3,False,False,False,True,phash_collision,0.0,1.0,0.0,650,397,900,450,False,0.36272040302267,0.894087553024292,weak,weak_02.jpg,12,Solid black and solid white images collide under pHash.,pairwise_visual_contact_sheet_plus_quantitative_diagnostics,False
test,523,data_image/hurricane_maria/21_10_2017/921558230383415296_0.jpg,0bcb55d934c9d2f1b242c0e3690b3a8c32193a024a9049791171208114bc5c26,28f8ad851e685772,hurricane_maria,informative,rescue_volunteering_or_donation_effort,train,11013,data_image/hurricane_maria/20_10_2017/921497400958631936_0.jpg,b118a1df1f9d21aab58cbb1eb723dc7964fc6e7b8ecab2f5adc0b5e9cbe270ca,28f8ad851e685772,hurricane_maria,not_informative,not_humanitarian,0,1,True,False,False,True,confirmed_near_duplicate,0.9999733518775952,0.0024187474045902,0.999308943748474,1024,683,1200,800,False,0.000732064421669,0.9895138144493104,moderate,moderate_01.jpg,4,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,536,data_image/california_wildfires/16_10_2017/919884891654893568_0.jpg,cad783fdbbf8ab49be5afff5ceb097911ada1287f795a2fc22d0cdc48813d30b,33cbaf09cb881e4c,california_wildfires,not_informative,not_humanitarian,train,6119,data_image/california_wildfires/16_10_2017/919738452714799104_0.jpg,c6bf46cc0770129ded5b05019e7962f935cdaf51087ba3f3bd4c8f137da4f75f,33cbaf09cb881e4c,california_wildfires,not_informative,not_humanitarian,0,1,True,True,True,True,confirmed_near_duplicate,0.9999997871466711,2.0743973436765373e-05,0.9999979138374328,1200,675,1200,675,True,0.0,0.9999881982803344,strong,strong_01.jpg,4,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,549,data_image/hurricane_harvey/8_9_2017/906079664912740352_0.jpg,cf8ca82a2cc803925d03aafa8f0b750bcc505de87985ffc05c75fd6c7d2b029a,596fc6bc905312b2,hurricane_harvey,informative,other_relevant_information,train,4754,data_image/hurricane_harvey/18_9_2017/909728942160048128_0.jpg,904a0b7d5bd55acea6638a7845a293bcdf8a156abd4a59fd1b13f3734c2de959,596fc6bc905312b2,hurricane_harvey,informative,infrastructure_and_utility_damage,0,1,True,True,False,True,confirmed_near_duplicate,0.9999345167894528,0.0033988205250352,0.9995168447494508,640,467,1200,876,False,0.0005866651022263,0.970944046974182,moderate,moderate_04.jpg,14,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,550,data_image/iraq_iran_earthquake/16_11_2017/931159934154223618_0.jpg,3a0ee4a56cde9b628657daf18a135f89c9cd55a41c46143d6226febf0c06fc8d,4ec6c4397b82c3c5,iraq_iran_earthquake,informative,other_relevant_information,train,12374,data_image/iraq_iran_earthquake/13_11_2017/930029077343490048_0.jpg,7a06c1fe709942d248be2743f06a539b0698cc2df89dc9c66670ddf2cd3e4197,4ec6c4397b82c3c5,iraq_iran_earthquake,informative,infrastructure_and_utility_damage,0,1,True,True,False,True,confirmed_near_duplicate,0.9999960926403024,0.0001298891875194,0.999982476234436,590,350,590,350,True,0.0,0.9999728202819824,strong,strong_01.jpg,7,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,604,data_image/hurricane_harvey/27_8_2017/901717268199067648_0.jpg,fee3e6d348ddfa3ecf2f5e41305cc9f23b6cc20e3f73326aaa0213d33d62c9a0,14a163c6d6563567,hurricane_harvey,informative,other_relevant_information,train,6856,data_image/hurricane_harvey/27_8_2017/901650892491026432_0.jpg,249538e8cdba6d5b518dfd029f4d0fe8ba44b119873b7e311bcbb7a9a28f14a4,14a163c6d6563567,hurricane_harvey,informative,other_relevant_information,0,1,True,True,True,True,confirmed_near_duplicate,0.9999550174659454,0.0033774382900446,0.9989801645278932,650,437,1024,687,False,0.0031243858649852,0.996345043182373,strong,strong_03.jpg,4,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,616,data_image/hurricane_irma/17_9_2017/909419682993713153_0.jpg,b29c1de1ed7ecb6aa79f55f7a819d87f222caa153cb65787d099fe3f719ce59e,5046f5aa1e22eada,hurricane_irma,informative,other_relevant_information,train,4985,data_image/hurricane_irma/17_9_2017/909416653347201024_0.jpg,d7c9b23f65179f32f1d02a5ee57e2ed772688c46a652ca20627bc2837d42bd00,5046f5aa1e22eada,hurricane_irma,informative,rescue_volunteering_or_donation_effort,0,1,True,True,False,True,confirmed_near_duplicate,0.9999971284979848,0.0002438214723952,0.999983251094818,1200,627,1200,627,True,0.0,0.9999566078186036,strong,strong_01.jpg,11,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,631,data_image/hurricane_irma/17_9_2017/909380267999207424_0.jpg,b4311539304f28406d6c6a96eda774c8691744ff449f313f35a00981e0f72062,5161e69c29946aaf,hurricane_irma,informative,other_relevant_information,train,13424,data_image/hurricane_irma/17_9_2017/909411751107624963_0.jpg,b261a0328f40ea5073b8d790ca89202731a3b95522687037a0bc78161bf110a0,5161e69c29946aaf,hurricane_irma,informative,other_relevant_information,0,1,True,True,True,True,confirmed_near_duplicate,0.9777860954648808,0.0306870397180318,0.9914268851280212,150,85,780,438,False,0.016116035455278,0.8962287306785583,weak,weak_02.jpg,11,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,656,data_image/hurricane_harvey/3_9_2017/904358058649952256_0.jpg,3796c4a5780f0a559486cf59ecd9d044491503805771f4a6900ffd49a2862409,2d0f87397ae0d078,hurricane_harvey,not_informative,not_humanitarian,train,3472,data_image/hurricane_harvey/18_9_2017/909919782627086336_0.jpg,8e42e606b72be1b3b7d7f6108330bfae2182ad967c387457dd73fe5625c83463,2d0f87397ae0d078,hurricane_harvey,informative,not_humanitarian,0,24,True,False,True,True,confirmed_near_duplicate,0.9998450458046751,0.0007381663308478,0.9999908804893494,500,309,800,494,False,0.0013102210342883,0.9986315965652466,strong,strong_02.jpg,4,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,661,data_image/hurricane_irma/17_9_2017/909493161596260352_0.jpg,f159fcd06ef3f4822f063602f653f376541ce0cbd70d15f71cd297ec3951abce,6a78a2787a2b2ca3,hurricane_irma,informative,other_relevant_information,train,5014,data_image/hurricane_irma/17_9_2017/909459565921673228_0.jpg,e96b5044cb6ed5aa892c36b4408d8842f1af7acaade4c3809b0591d0f6910dd7,6a78a2787a2b2ca3,hurricane_irma,informative,other_relevant_information,0,5,True,True,True,True,confirmed_near_duplicate,0.9999404983525352,0.0015095230191946,0.9997754096984864,897,736,897,736,True,0.0,0.9994157552719116,strong,strong_01.jpg,18,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,715,data_image/hurricane_maria/27_9_2017/913181855289032704_0.jpg,9204d99ca82a9fbedefe95a0120c9511e2a847d3f6423c12feeda6cc237407e8,1d70f1d1c881d2ed,hurricane_maria,informative,infrastructure_and_utility_damage,train,1796,data_image/hurricane_maria/27_9_2017/913047030225915904_1.jpg,f5b1082509ada6b038bff171682f9acfe4df7ade7dddda1fae324b2c5ad5a109,1d70f1d1c881d2ed,hurricane_maria,not_informative,not_humanitarian,0,5,True,False,False,True,confirmed_near_duplicate,0.9987738120437888,0.0351511463522911,0.9440914392471312,1200,800,1200,800,True,0.0,0.9926995635032654,strong,strong_04.jpg,8,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,719,data_image/srilanka_floods/6_6_2017/872175891929063426_0.jpg,b2e11150e82306d36c4dc9cf3597874854842e420de87788d4e39d0c59172458,02ade3f4c574711a,srilanka_floods,informative,rescue_volunteering_or_donation_effort,train,3719,data_image/srilanka_floods/1_6_2017/870209884452552705_0.jpg,947be5e6fbbac6118ba24a411716a1cd09b9affbabbbf061f539e42ebbca3537,02ade3f4c574711a,srilanka_floods,informative,infrastructure_and_utility_damage,0,1,True,True,False,True,confirmed_near_duplicate,0.9999978918373572,0.0001898871414596,0.999977171421051,898,628,898,628,True,0.0,0.9999690055847168,strong,strong_01.jpg,9,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
test,739,data_image/hurricane_irma/17_9_2017/909425490250944517_0.jpg,b522d6752847f6882eb9f5071cafbf05fcf41ee4e2dd96f6d558452a2d7b35d6,35290e844bf039ef,hurricane_irma,not_informative,not_humanitarian,val,1798,data_image/hurricane_irma/17_9_2017/909443619634823169_0.jpg,aabcb91b137ccceba4ccef5fd6f4f7f817b437b29b1dc200c75b6c5e3a86b33a,35290e844bf039ef,hurricane_irma,not_informative,not_humanitarian,0,1,True,True,True,True,confirmed_near_duplicate,0.9999676328401028,0.0024701287038624,0.9995295405387878,1024,576,1200,674,False,0.0026376524892846,0.9937506914138794,strong,strong_04.jpg,2,"Pairwise visual review confirms the same image/graphic after resize, crop, compression, color adjustment, or text overlay.",pairwise_visual_contact_sheet_plus_quantitative_diagnostics,True
