order_id,restaurant_name,location,order_time,delivery_time,delivery_duration_min,pizza_size,pizza_type,toppings_count,distance_km,traffic_level,payment_method,is_peak_hour,is_weekend,delivery_efficiency_min_per_km,topping_density,order_month,payment_category,estimated_duration_min,delay_min,is_delayed,pizza_complexity,traffic_impact,order_hour,restaurant_avg_time,order_date,order_year,order_month_num,pizza_size_score,pizza_size_code,pizza_size_label,order_period,order_weekday,order_weekday_name,time_segment,complexity_band,distance_band
ORD049,Pizza Hut,"Phoenix, AZ",2024-02-19 20:30:00,2024-02-19 20:55:00,25,XL,Cheese Burst,5,4.5,High,UPI,True,False,5.555555555555555,1.111111111111111,February,Online,10.8,14.2,False,20,3,20,29.94845360824742,2024-02-19,2024,2,4,04,04_XL,2024-02,0,Monday,Dinner,Very High,3-6 km
ORD050,Marco's Pizza,"Atlanta, GA",2024-02-20 14:45:00,2024-02-20 15:05:00,20,Medium,Non-Veg,3,3.0,Low,Cash,False,False,6.666666666666667,1.0,February,Offline,7.199999999999999,12.8,False,6,1,14,30.28645833333333,2024-02-20,2024,2,2,02,02_Medium,2024-02,1,Tuesday,Lunch,Medium,0-3 km
ORD051,Domino's,"Seattle, WA",2024-02-21 19:00:00,2024-02-21 19:20:00,20,Large,Veg,4,4.0,Medium,Wallet,True,False,5.0,1.0,February,Online,9.6,10.4,False,12,2,19,30.25943396226415,2024-02-21,2024,2,3,03,03_Large,2024-02,2,Wednesday,Dinner,High,3-6 km
ORD052,Papa John's,"Denver, CO",2024-02-22 20:15:00,2024-02-22 20:40:00,25,Small,Vegan,2,2.0,High,Card,True,False,12.5,1.0,February,Online,4.8,20.2,False,2,3,20,28.18627450980392,2024-02-22,2024,2,1,01,01_Small,2024-02,3,Thursday,Dinner,Low,0-3 km
ORD053,Little Caesars,"Boston, MA",2024-02-23 18:30:00,2024-02-23 18:50:00,20,Medium,Non-Veg,3,3.5,Low,UPI,True,False,5.714285714285714,0.8571428571428571,February,Online,8.4,11.6,False,6,1,18,28.84422110552764,2024-02-23,2024,2,2,02,02_Medium,2024-02,4,Friday,Dinner,Medium,3-6 km
ORD054,Pizza Hut,"Chicago, IL",2024-02-24 19:45:00,2024-02-24 20:10:00,25,XL,Cheese Burst,5,4.0,Medium,Cash,True,True,6.25,1.25,February,Offline,9.6,15.4,False,20,2,19,29.94845360824742,2024-02-24,2024,2,4,04,04_XL,2024-02,5,Saturday,Dinner,Very High,3-6 km
ORD055,Marco's Pizza,"Miami, FL",2024-02-25 13:00:00,2024-02-25 13:20:00,20,Medium,Non-Veg,3,3.0,High,Wallet,False,True,6.666666666666667,1.0,February,Online,7.199999999999999,12.8,False,6,3,13,30.28645833333333,2024-02-25,2024,2,2,02,02_Medium,2024-02,6,Sunday,Lunch,Medium,0-3 km
ORD056,Domino's,"Los Angeles, CA",2024-02-26 18:30:00,2024-02-26 18:50:00,20,Large,Veg,4,4.5,Low,Card,True,False,4.444444444444445,0.8888888888888888,February,Online,10.8,9.200000000000001,False,12,1,18,30.25943396226415,2024-02-26,2024,2,3,03,03_Large,2024-02,0,Monday,Dinner,High,3-6 km
ORD057,Papa John's,"Phoenix, AZ",2024-02-27 20:00:00,2024-02-27 20:25:00,25,Medium,Non-Veg,3,3.0,High,UPI,True,False,8.333333333333334,1.0,February,Online,7.199999999999999,17.8,False,6,3,20,28.18627450980392,2024-02-27,2024,2,2,02,02_Medium,2024-02,1,Tuesday,Dinner,Medium,0-3 km
ORD058,Little Caesars,"Atlanta, GA",2024-02-28 19:15:00,2024-02-28 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,True,False,8.0,0.8,February,Offline,6.0,14.0,False,2,1,19,28.84422110552764,2024-02-28,2024,2,1,01,01_Small,2024-02,2,Wednesday,Dinner,Low,0-3 km
ORD059,Pizza Hut,"Dallas, TX",2024-02-29 20:30:00,2024-02-29 20:55:00,25,XL,Cheese Burst,5,4.0,Medium,Wallet,True,False,6.25,1.25,February,Online,9.6,15.4,False,20,2,20,29.94845360824742,2024-02-29,2024,2,4,04,04_XL,2024-02,3,Thursday,Dinner,Very High,3-6 km
ORD060,Marco's Pizza,"Seattle, WA",2024-03-01 14:45:00,2024-03-01 15:05:00,20,Medium,Non-Veg,3,3.5,High,Card,False,False,5.714285714285714,0.8571428571428571,March,Online,8.4,11.6,False,6,3,14,30.28645833333333,2024-03-01,2024,3,2,02,02_Medium,2024-03,4,Friday,Lunch,Medium,3-6 km
ORD061,Domino's,"Denver, CO",2024-03-02 19:00:00,2024-03-02 19:20:00,20,Large,Veg,4,4.0,Low,UPI,True,True,5.0,1.0,March,Online,9.6,10.4,False,12,1,19,30.25943396226415,2024-03-02,2024,3,3,03,03_Large,2024-03,5,Saturday,Dinner,High,3-6 km
ORD062,Papa John's,"Boston, MA",2024-03-03 20:15:00,2024-03-03 20:40:00,25,Small,Vegan,2,2.0,Medium,Cash,True,True,12.5,1.0,March,Offline,4.8,20.2,False,2,2,20,28.18627450980392,2024-03-03,2024,3,1,01,01_Small,2024-03,6,Sunday,Dinner,Low,0-3 km
ORD063,Little Caesars,"Dallas, TX",2024-03-04 18:30:00,2024-03-04 18:50:00,20,Medium,Non-Veg,3,3.0,High,Wallet,True,False,6.666666666666667,1.0,March,Online,7.199999999999999,12.8,False,6,3,18,28.84422110552764,2024-03-04,2024,3,2,02,02_Medium,2024-03,0,Monday,Dinner,Medium,0-3 km
ORD064,Pizza Hut,"Los Angeles, CA",2024-03-05 19:45:00,2024-03-05 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Card,True,False,5.555555555555555,1.111111111111111,March,Online,10.8,14.2,False,20,1,19,29.94845360824742,2024-03-05,2024,3,4,04,04_XL,2024-03,1,Tuesday,Dinner,Very High,3-6 km
ORD065,Marco's Pizza,"Chicago, IL",2024-03-06 13:00:00,2024-03-06 13:20:00,20,Medium,Non-Veg,3,3.5,Low,Card,False,False,5.714285714285714,0.8571428571428571,March,Online,8.4,11.6,False,6,1,13,30.28645833333333,2024-03-06,2024,3,2,02,02_Medium,2024-03,2,Wednesday,Lunch,Medium,3-6 km
ORD066,Domino's,"Miami, FL",2024-03-07 18:30:00,2024-03-07 18:50:00,20,Large,Veg,4,4.0,High,Card,True,False,5.0,1.0,March,Online,9.6,10.4,False,12,3,18,30.25943396226415,2024-03-07,2024,3,3,03,03_Large,2024-03,3,Thursday,Dinner,High,3-6 km
ORD067,Papa John's,"Dallas, TX",2024-03-08 20:00:00,2024-03-08 20:25:00,25,Medium,Non-Veg,3,3.5,Medium,UPI,True,False,7.142857142857143,0.8571428571428571,March,Online,8.4,16.6,False,6,2,20,28.18627450980392,2024-03-08,2024,3,2,02,02_Medium,2024-03,4,Friday,Dinner,Medium,3-6 km
ORD068,Little Caesars,"Chicago, IL",2024-03-09 19:15:00,2024-03-09 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,True,True,8.0,0.8,March,Offline,6.0,14.0,False,2,1,19,28.84422110552764,2024-03-09,2024,3,1,01,01_Small,2024-03,5,Saturday,Dinner,Low,0-3 km
ORD069,Pizza Hut,"Phoenix, AZ",2024-03-10 19:45:00,2024-03-10 20:10:00,25,XL,Cheese Burst,5,4.5,High,Wallet,True,True,5.555555555555555,1.111111111111111,March,Online,10.8,14.2,False,20,3,19,29.94845360824742,2024-03-10,2024,3,4,04,04_XL,2024-03,6,Sunday,Dinner,Very High,3-6 km
ORD070,Marco's Pizza,"Atlanta, GA",2024-03-11 13:00:00,2024-03-11 13:20:00,20,Medium,Non-Veg,3,3.0,Low,Card,False,False,6.666666666666667,1.0,March,Online,7.199999999999999,12.8,False,6,1,13,30.28645833333333,2024-03-11,2024,3,2,02,02_Medium,2024-03,0,Monday,Lunch,Medium,0-3 km
ORD071,Domino's,"Seattle, WA",2024-03-12 18:30:00,2024-03-12 18:50:00,20,Large,Veg,4,4.0,Medium,UPI,True,False,5.0,1.0,March,Online,9.6,10.4,False,12,2,18,30.25943396226415,2024-03-12,2024,3,3,03,03_Large,2024-03,1,Tuesday,Dinner,High,3-6 km
ORD072,Papa John's,"Denver, CO",2024-03-13 20:15:00,2024-03-13 20:40:00,25,Small,Vegan,2,2.0,High,Cash,True,False,12.5,1.0,March,Offline,4.8,20.2,False,2,3,20,28.18627450980392,2024-03-13,2024,3,1,01,01_Small,2024-03,2,Wednesday,Dinner,Low,0-3 km
ORD073,Little Caesars,"Boston, MA",2024-03-14 18:30:00,2024-03-14 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,True,False,5.714285714285714,0.8571428571428571,March,Online,8.4,11.6,False,6,1,18,28.84422110552764,2024-03-14,2024,3,2,02,02_Medium,2024-03,3,Thursday,Dinner,Medium,3-6 km
ORD074,Pizza Hut,"Chicago, IL",2024-03-15 19:45:00,2024-03-15 20:10:00,25,XL,Cheese Burst,5,4.0,Medium,Card,True,False,6.25,1.25,March,Online,9.6,15.4,False,20,2,19,29.94845360824742,2024-03-15,2024,3,4,04,04_XL,2024-03,4,Friday,Dinner,Very High,3-6 km
ORD075,Marco's Pizza,"Miami, FL",2024-03-16 13:00:00,2024-03-16 13:20:00,20,Medium,Non-Veg,3,3.0,High,UPI,False,True,6.666666666666667,1.0,March,Online,7.199999999999999,12.8,False,6,3,13,30.28645833333333,2024-03-16,2024,3,2,02,02_Medium,2024-03,5,Saturday,Lunch,Medium,0-3 km
ORD076,Domino's,"Los Angeles, CA",2024-03-17 18:30:00,2024-03-17 18:50:00,20,Large,Veg,4,4.5,Low,Cash,True,True,4.444444444444445,0.8888888888888888,March,Offline,10.8,9.200000000000001,False,12,1,18,30.25943396226415,2024-03-17,2024,3,3,03,03_Large,2024-03,6,Sunday,Dinner,High,3-6 km
ORD077,Papa John's,"Phoenix, AZ",2024-03-18 20:00:00,2024-03-18 20:25:00,25,Medium,Non-Veg,3,3.0,High,Wallet,True,False,8.333333333333334,1.0,March,Online,7.199999999999999,17.8,False,6,3,20,28.18627450980392,2024-03-18,2024,3,2,02,02_Medium,2024-03,0,Monday,Dinner,Medium,0-3 km
ORD078,Little Caesars,"Atlanta, GA",2024-03-19 19:15:00,2024-03-19 19:35:00,20,Small,Vegan,2,2.5,Low,Card,True,False,8.0,0.8,March,Online,6.0,14.0,False,2,1,19,28.84422110552764,2024-03-19,2024,3,1,01,01_Small,2024-03,1,Tuesday,Dinner,Low,0-3 km
ORD079,Pizza Hut,"Dallas, TX",2024-03-20 19:45:00,2024-03-20 20:10:00,25,XL,Cheese Burst,5,4.0,Medium,UPI,True,False,6.25,1.25,March,Online,9.6,15.4,False,20,2,19,29.94845360824742,2024-03-20,2024,3,4,04,04_XL,2024-03,2,Wednesday,Dinner,Very High,3-6 km
ORD080,Marco's Pizza,"Seattle, WA",2024-03-21 13:00:00,2024-03-21 13:20:00,20,Medium,Non-Veg,3,3.5,High,Cash,False,False,5.714285714285714,0.8571428571428571,March,Offline,8.4,11.6,False,6,3,13,30.28645833333333,2024-03-21,2024,3,2,02,02_Medium,2024-03,3,Thursday,Lunch,Medium,3-6 km
ORD081,Domino's,"Denver, CO",2024-03-22 18:30:00,2024-03-22 18:50:00,20,Large,Veg,4,4.0,Low,Wallet,True,False,5.0,1.0,March,Online,9.6,10.4,False,12,1,18,30.25943396226415,2024-03-22,2024,3,3,03,03_Large,2024-03,4,Friday,Dinner,High,3-6 km
