order_id,restaurant_name,location,order_time,delivery_time,delivery_duration_min,pizza_size,pizza_type,toppings_count,distance_km,traffic_level,payment_method,is_peak_hour,is_weekend,delivery_efficiency_min_per_km,topping_density,order_month,payment_category,estimated_duration_min,delay_min,is_delayed,pizza_complexity,traffic_impact,order_hour,restaurant_avg_time,order_date,order_year,order_month_num,pizza_size_score,pizza_size_code,pizza_size_label,order_period,order_weekday,order_weekday_name,time_segment,complexity_band,distance_band,split
ORD090,Marco's Pizza,"Atlanta, GA",2024-03-31 13:00:00,2024-03-31 13:20:00,20,Medium,Non-Veg,3,3.0,Medium,Card,False,True,6.666666666666667,1.0,March,Online,7.199999999999999,12.8,False,6,2,13,30.28645833333333,2024-03-31,2024,3,2,02,02_Medium,2024-03,6,Sunday,Lunch,Medium,0-3 km,train
ORD091,Domino's,"Seattle, WA",2024-04-01 18:30:00,2024-04-01 18:50:00,20,Large,Veg,4,4.0,Low,UPI,True,False,5.0,1.0,April,Online,9.6,10.4,False,12,1,18,30.25943396226415,2024-04-01,2024,4,3,03,03_Large,2024-04,0,Monday,Dinner,High,3-6 km,train
ORD093,Little Caesars,"Boston, MA",2024-04-03 18:30:00,2024-04-03 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,True,False,5.714285714285714,0.8571428571428571,April,Online,8.4,11.6,False,6,1,18,28.84422110552764,2024-04-03,2024,4,2,02,02_Medium,2024-04,2,Wednesday,Dinner,Medium,3-6 km,train
ORD094,Pizza Hut,"Chicago, IL",2024-04-04 19:45:00,2024-04-04 20:10:00,25,XL,Cheese Burst,5,4.0,Medium,Card,True,False,6.25,1.25,April,Online,9.6,15.4,False,20,2,19,29.94845360824742,2024-04-04,2024,4,4,04,04_XL,2024-04,3,Thursday,Dinner,Very High,3-6 km,train
ORD097,Papa John's,"Dallas, TX",2024-04-07 20:00:00,2024-04-07 20:25:00,25,Medium,Non-Veg,3,3.0,Medium,UPI,True,True,8.333333333333334,1.0,April,Online,7.199999999999999,17.8,False,6,2,20,28.18627450980392,2024-04-07,2024,4,2,02,02_Medium,2024-04,6,Sunday,Dinner,Medium,0-3 km,train
ORD098,Little Caesars,"Chicago, IL",2024-04-08 19:15:00,2024-04-08 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,True,False,8.0,0.8,April,Offline,6.0,14.0,False,2,1,19,28.84422110552764,2024-04-08,2024,4,1,01,01_Small,2024-04,0,Monday,Dinner,Low,0-3 km,train
ORD1001,Domino's,"Albuquerque, NM",2026-07-03 19:00:00,2026-07-03 19:30:00,30,Large,Sicilian,4,5.5,Medium,UPI,True,False,5.454545454545454,0.7272727272727273,July,Online,13.2,16.8,False,12,2,19,30.25943396226415,2026-07-03,2026,7,3,03,03_Large,2026-07,4,Friday,Dinner,High,3-6 km,train
ORD1002,Pizza Hut,"Atlanta, GA",2026-07-04 20:15:00,2026-07-04 20:45:00,30,Medium,Veg,2,4.0,Low,Wallet,True,True,7.5,0.5,July,Online,9.6,20.4,False,4,1,20,29.94845360824742,2026-07-04,2026,7,2,02,02_Medium,2026-07,5,Saturday,Dinner,Low,3-6 km,train
ORD1004,Little Caesars,"Louisville, KY",2026-07-06 19:45:00,2026-07-06 20:15:00,30,XL,Cheese Burst,5,6.0,High,UPI,True,False,5.0,0.8333333333333334,July,Online,14.4,15.6,False,20,3,19,28.84422110552764,2026-07-06,2026,7,4,04,04_XL,2026-07,0,Monday,Dinner,Very High,3-6 km,train
ORD1005,Marco's Pizza,"Milwaukee, WI",2026-07-07 20:00:00,2026-07-07 20:30:00,30,Medium,Margarita,3,4.5,Medium,UPI,True,False,6.666666666666667,0.6666666666666666,July,Online,10.8,19.2,False,6,2,20,30.28645833333333,2026-07-07,2026,7,2,02,02_Medium,2026-07,1,Tuesday,Dinner,Medium,3-6 km,train
ORD101,Domino's,"Seattle, WA",2024-04-11 18:30:00,2024-04-11 18:50:00,20,Large,Veg,4,4.5,Medium,UPI,True,False,4.444444444444445,0.8888888888888888,April,Online,10.8,9.200000000000001,False,12,2,18,30.25943396226415,2024-04-11,2024,4,3,03,03_Large,2024-04,3,Thursday,Dinner,High,3-6 km,train
ORD102,Papa John's,"Denver, CO",2024-04-12 20:15:00,2024-04-12 20:40:00,25,Small,Vegan,2,2.0,High,Cash,True,False,12.5,1.0,April,Offline,4.8,20.2,False,2,3,20,28.18627450980392,2024-04-12,2024,4,1,01,01_Small,2024-04,4,Friday,Dinner,Low,0-3 km,train
ORD105,Marco's Pizza,"Miami, FL",2024-04-15 13:00:00,2024-04-15 13:20:00,20,Medium,Non-Veg,3,3.0,High,UPI,False,False,6.666666666666667,1.0,April,Online,7.199999999999999,12.8,False,6,3,13,30.28645833333333,2024-04-15,2024,4,2,02,02_Medium,2024-04,0,Monday,Lunch,Medium,0-3 km,train
ORD108,Little Caesars,"Atlanta, GA",2024-04-18 19:15:00,2024-04-18 19:35:00,20,Small,Vegan,2,2.5,Low,Card,True,False,8.0,0.8,April,Online,6.0,14.0,False,2,1,19,28.84422110552764,2024-04-18,2024,4,1,01,01_Small,2024-04,3,Thursday,Dinner,Low,0-3 km,train
ORD109,Pizza Hut,"Dallas, TX",2024-04-19 19:45:00,2024-04-19 20:10:00,25,XL,Cheese Burst,5,4.0,Medium,UPI,True,False,6.25,1.25,April,Online,9.6,15.4,False,20,2,19,29.94845360824742,2024-04-19,2024,4,4,04,04_XL,2024-04,4,Friday,Dinner,Very High,3-6 km,train
ORD110,Marco's Pizza,"Seattle, WA",2024-04-20 13:00:00,2024-04-20 13:20:00,20,Medium,Non-Veg,3,3.5,High,Cash,False,True,5.714285714285714,0.8571428571428571,April,Offline,8.4,11.6,False,6,3,13,30.28645833333333,2024-04-20,2024,4,2,02,02_Medium,2024-04,5,Saturday,Lunch,Medium,3-6 km,train
ORD111,Domino's,"Denver, CO",2024-04-21 18:30:00,2024-04-21 18:50:00,20,Large,Veg,4,4.5,Low,Wallet,True,True,4.444444444444445,0.8888888888888888,April,Online,10.8,9.200000000000001,False,12,1,18,30.25943396226415,2024-04-21,2024,4,3,03,03_Large,2024-04,6,Sunday,Dinner,High,3-6 km,train
ORD114,Pizza Hut,"Los Angeles, CA",2024-04-24 19:45:00,2024-04-24 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,True,False,5.555555555555555,1.111111111111111,April,Offline,10.8,14.2,False,20,1,19,29.94845360824742,2024-04-24,2024,4,4,04,04_XL,2024-04,2,Wednesday,Dinner,Very High,3-6 km,train
ORD115,Marco's Pizza,"Chicago, IL",2024-04-25 13:00:00,2024-04-25 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,False,False,5.714285714285714,0.8571428571428571,April,Online,8.4,11.6,False,6,2,13,30.28645833333333,2024-04-25,2024,4,2,02,02_Medium,2024-04,3,Thursday,Lunch,Medium,3-6 km,train
ORD117,Papa John's,"Dallas, TX",2024-04-27 20:00:00,2024-04-27 20:25:00,25,Medium,Non-Veg,3,3.0,Low,UPI,True,True,8.333333333333334,1.0,April,Online,7.199999999999999,17.8,False,6,1,20,28.18627450980392,2024-04-27,2024,4,2,02,02_Medium,2024-04,5,Saturday,Dinner,Medium,0-3 km,train
ORD118,Little Caesars,"Houston, TX",2024-04-28 19:15:00,2024-04-28 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,True,True,8.0,0.8,April,Offline,6.0,14.0,False,2,1,19,28.84422110552764,2024-04-28,2024,4,1,01,01_Small,2024-04,6,Sunday,Dinner,Low,0-3 km,train
