split,row_index,image,image_sha256,phash
train,28,data_image/california_wildfires/11_10_2017/917954508231184385_1.jpg,1d18f614a67c96a1e07fc80be522c85b0f36a31e8f9e6db5ce9c6b67d13c31cf,3c26d36c705a0d3e
train,29,data_image/california_wildfires/11_10_2017/917991257594572800_0.jpg,88568752eeca2e0cf5d78d28be6a0e9ca7ca276ea0ead17da0229ae29db139eb,09a5331bccd97331
train,30,data_image/california_wildfires/11_10_2017/917991257594572800_1.jpg,9476c9ce40ebe7e443c0e1208372ebec594ccfcf6f20dcb93142a6d9fdaf8bf2,0eab378e33708c35
train,31,data_image/california_wildfires/11_10_2017/917991257594572800_2.jpg,1621457de0d6872fc49220d96a6d7ff5e778fcac38c7d96016dd5469233c5f0b,32e955c2e25915d3
train,32,data_image/california_wildfires/11_10_2017/917991257594572800_3.jpg,b83aa546be56f1fa4ce1dbedc48a89cefc4133ccc163dc4c1273043cb3e3f189,19e7d28d66596c12
train,33,data_image/california_wildfires/11_10_2017/918010136072945664_0.jpg,12e08da52e99af71adebe041a0456ccfec7e159f9acfd768841e49cb33b9e031,0f08793e3c9964d3
train,34,data_image/california_wildfires/11_10_2017/918010136072945664_1.jpg,2ee20b835a4944edd8dd4480528c75235587d170ab70bdf198175b70dfda9f21,2f34f8fef8c1200c
train,35,data_image/california_wildfires/11_10_2017/918046279120408576_0.jpg,f2ecd8184345e6b96caf6dbae0e77553ddccef0372cec3ae382fb8ef8121703c,41fe3e136c411d3c
train,36,data_image/california_wildfires/11_10_2017/918046279120408576_1.jpg,b4a7f4aad53a83b094870f4e2d5427623e10fc0e62829cfe44a3c206060d8655,52ae2f1174555764
train,37,data_image/california_wildfires/11_10_2017/918060571517480960_0.jpg,7c39efc4fc92dd229c8ee335f93e2fc182e2ee4402815359bc4b4c0f1e24ebe9,60ff7dc00b1f9260
train,38,data_image/california_wildfires/11_10_2017/918060571517480960_1.jpg,b3a1bea064b0c05e5007d75f9683107437f96b1464b563c4c4f2a74391336488,467929963bccb609
train,39,data_image/california_wildfires/11_10_2017/918060571517480960_2.jpg,9d4624a2ae4d9d24406503feca18f63f9f0db09aae4fc8267e87ebb8115f26b3,0ccca1fd6d6c2986
train,40,data_image/california_wildfires/11_10_2017/918104972268535810_0.jpg,ce6c95eaba9052f1da9228d71f549360ad25ec86e10c167bf14db211aacb40c1,0f878198e187be3c
train,41,data_image/california_wildfires/11_10_2017/918104972268535810_1.jpg,b86283f2f40c26d76f311ff3936ee4cecca184fb438a963fc1de00682bf92265,02dbe0ba8ec5d649
train,42,data_image/california_wildfires/12_10_2017/918312987299012608_0.jpg,6797e53178e097fa48f42de9a0784c3346ef65d4a77053fc9e2493607ef82cce,4cc4476bb294a1f3
train,43,data_image/california_wildfires/12_10_2017/918312987299012608_1.jpg,b790ad1036b7a52b65b86ed383a94eeb9ab41de3c1e6eb8ad3377531080f83c8,6de070ccc3823fe1
train,44,data_image/california_wildfires/12_10_2017/918315972976631808_0.jpg,6da1a2490ae6dd2056ebe3dc7c9e764e22ef7d7ba0d5e16b914c71c987c1ff07,59b82fa81672846f
train,45,data_image/california_wildfires/12_10_2017/918315972976631808_2.jpg,f4d269ab1a4db6c1f3f500f8546b6ac74f97ba90cbd710f89146d5f042bf045b,14e8b9b6b3a486d2
train,46,data_image/california_wildfires/12_10_2017/918315972976631808_1.jpg,2f3d32c1a83eb0fe6fa24b49083f5574d64b60da11a5522c0f5a9b0dc96003df,70f0c0cacdcdccf0
train,47,data_image/california_wildfires/12_10_2017/918315972976631808_3.jpg,cab8bc6fa0bf21f0d811b9c16f21023c2022a976422329c10a17f7e0e8aef1f6,14b486325a39f9cd
train,48,data_image/california_wildfires/12_10_2017/918354135350616064_0.jpg,1d236e355182677e5e10b8f616c21e090f2a13547ec8a7768cc1733d14e89b9e,17b7a7ad2d989082
train,49,data_image/california_wildfires/12_10_2017/918354135350616064_2.jpg,72ebfa57c7ca6549e6d8051ee0d3fc4919a1774a8024ad8816e4359211e1da27,2aa0336a7dc49b6a
train,50,data_image/california_wildfires/12_10_2017/918354135350616064_3.jpg,e95892aed15b73297ab3fbc67db9fbc890348252c84166cd3014032e2ac7abb0,54d51535e72a08f3
train,51,data_image/california_wildfires/15_10_2017/919562679404003328_0.jpg,65061d850224f6a3cd6804ab616181f39f5a793e8e0d01e1ff9edf736f3891fd,21567e41da18e72b
train,52,data_image/california_wildfires/15_10_2017/919562679404003328_1.jpg,43724ab8dc425a35e22dc11510ba65aea54674776f2250d99dcf6d1b280c9ac3,0ed4e5795b0a85e4
train,53,data_image/california_wildfires/15_10_2017/919562679404003328_3.jpg,67b52605a78f50f25ffb00b032c5c0d0d13cd7284194f41324c5551eb950ac5f,5dd1b53525ecc114
train,54,data_image/california_wildfires/15_10_2017/919562679404003328_2.jpg,9f88734f260b0aea2858b9c054daff5b25d302843c210b505248eb8019617441,55d5962aedc0c0ce
train,55,data_image/california_wildfires/15_10_2017/919566012604874754_0.jpg,f32ea55ac02af3dde3576741942301925a64d1a76eb56743227011f40931814f,14c663c0ef25887f
train,56,data_image/california_wildfires/15_10_2017/919566012604874754_1.jpg,6b0e71008749e2f062132c6b8c013d088cec0b97dcdfe4d9a96589d884b57797,6e4ab5b592c4cc1c
train,57,data_image/california_wildfires/15_10_2017/919578094398144513_0.jpg,007c741d7b0f86cd1949be3e2e4ba19338b7526eccf3c7205a387a9510054585,4cccccf83b322ec4
train,58,data_image/california_wildfires/15_10_2017/919578094398144513_1.jpg,2536b43baf24105f1cff5e7bc315dd964d45dcaf57d784de71033744bc7156fe,3d643033271d0d3f
train,59,data_image/california_wildfires/15_10_2017/919605179443490822_0.jpg,d2f9ac52da1d3e4cf018f5d20abc5e7f38089ad9412abef55e643785248af984,0a5b635e3fe28584
train,60,data_image/california_wildfires/15_10_2017/919605179443490822_1.jpg,1d52b1b01fc45d026810608eac6c3193db37ed00e0e7fd9777ed68d38d48853c,0a97863fb53a71a0
train,61,data_image/california_wildfires/15_10_2017/919668662688239627_1.jpg,575719410217fe0686df9e730c7a97202a3170a53a4dceb86f37e7bff0569a4d,750298f95e6f0703
train,62,data_image/california_wildfires/15_10_2017/919668662688239627_0.jpg,5292f6a565e26b230beffb09575ab3a1ac4302a38caaea18eb7a5005f1bf65d1,750298f95e6f0703
train,63,data_image/california_wildfires/16_10_2017/919715738104995840_0.jpg,2a1d2e35f9d7e078b960a6efdf7c79cc1913ee19808a16596733de11ff14dd33,40e07aeece95a52c
train,64,data_image/california_wildfires/16_10_2017/919715738104995840_1.jpg,602ed2867e6fc18fcb87d14dea9465c1ebca2b8fecc1af62184e26fe65a549c2,219aae95da296556
train,65,data_image/california_wildfires/16_10_2017/919718726890545152_0.jpg,85fcef444c54440432411ad985fe1ea0e34e168ed786fa22ac5167276e65bff8,0cd333460e73ac5b
train,66,data_image/california_wildfires/16_10_2017/919718726890545152_1.jpg,cf2df15a396071071e061e3bd13e702b3ceea51d1db1552ef2cbc7ee1568a23f,0ed9b3733052994b
train,67,data_image/california_wildfires/16_10_2017/919718726890545152_2.jpg,f44540308de5507797a7fb89cf871017a00a788f4ed43c76592a1a17dcade361,5dc4a315700f6cf8
train,68,data_image/california_wildfires/16_10_2017/919718726890545152_3.jpg,ae057a9a5e7ba510205f4c5dc50c8c4179668f04282a7789de37c996f2b28746,58176e45b429c756
train,69,data_image/california_wildfires/16_10_2017/919730693285986304_1.jpg,853536586813f1aa34860e170084637a9e086a4869ff0c93957ed4d33fcbc44f,706593f219e2d82b
train,70,data_image/california_wildfires/16_10_2017/919730693285986304_0.jpg,28aef7410170f1e434554d5502f7484cb3a9d55d1e6c25885a83b54c9be107e8,6a64c65f31a96bc0
train,71,data_image/california_wildfires/16_10_2017/919730693285986304_2.jpg,0edfb805a572304c80479fdc498559ef85d1da5fe2d9d69e963e050f708851c3,2706e1b968de2aca
train,72,data_image/california_wildfires/16_10_2017/919730693285986304_3.jpg,0e665fd535ed727f659008cbe96693bf967bc0f30581a5f67efa51e5c7217fe9,7aa1951e38675a31
train,73,data_image/california_wildfires/16_10_2017/919734115364147205_0.jpg,ad04c4f63b37365d17bc1e96441af6ad0c27be4fccc76c49c5fa9f0f067d4d95,1c20872cfa1facae
train,74,data_image/california_wildfires/16_10_2017/919734115364147205_1.jpg,13ec6f6139d1b571d61b84bc40e1e873d1701a573df65c64ee9461ce10504ea7,3de48662739390bc
train,75,data_image/california_wildfires/16_10_2017/919784813535612929_1.jpg,fbfda50b3355d42ad53e82ab7b52a358cdfc905b5affce7c667aee3e78faa78e,16cf6d24b2634a96
train,76,data_image/california_wildfires/16_10_2017/919784813535612929_0.jpg,8f16f4ed09471935fd946c30d91b7801d081268ea09ace410c3a062b329615dc,15da7230e36712ad
train,77,data_image/california_wildfires/16_10_2017/919784813535612929_2.jpg,7dcc4c52e6b17c171cc61188f6d7c0df75e8c06f20a189bf79e46ef0e7357c4d,118cc0c6fcf3331d
train,78,data_image/california_wildfires/16_10_2017/919784813535612929_3.jpg,007a81b6e3e7fd08afdeafde242c9346ba42dbd0094a2c5661aefb51f0da8d38,1b9b7263a24c4cbc
train,79,data_image/california_wildfires/16_10_2017/919806240183631872_0.jpg,55d1b7ccb57fbf69160770ab3e5c6812bfca63ed77c0c1acece63bd7ba45123d,681c4de4da1d85ea
train,80,data_image/california_wildfires/16_10_2017/919806240183631872_1.jpg,15ba760fcc24a067f194c02407d088d18e4d10f2ea9cd14ef2f26cc72edda039,5096ace4e5c3d994
train,81,data_image/california_wildfires/16_10_2017/919871048652394496_0.jpg,e2686f650c608ddc9aeffb153cc3adadbb8134f699c7024574c0ae6a5c3f3edf,1098f3e3cccc23e3
train,82,data_image/california_wildfires/16_10_2017/919871048652394496_1.jpg,819e24fa3b2e0a35c951bba0234e134470361922e761054ee62cc42eb1e29b2e,14d94f806d36c07f
train,83,data_image/california_wildfires/16_10_2017/919905731263987712_0.jpg,3102e7c3b354c5ab9641d00913be3ced67f63f567497124affdcc288ab20929a,7acec1c4a1728d0f
train,84,data_image/california_wildfires/16_10_2017/919905731263987712_1.jpg,c14ff88beab788fb076844e23e17dc79225d74d25d09261a94c5c3af14a34a66,1a8553721c9e67c9
train,85,data_image/california_wildfires/16_10_2017/919905731263987712_2.jpg,2c6d62bf649e77756f07756816580f91f49d436313dd10e98d74c1b361119e45,16cf6d24b2e34896
train,86,data_image/california_wildfires/16_10_2017/919935983314984960_1.jpg,8e566bd59a00d4651e2d0f5bc6d87d8c2827492919f9165c0c5ca235b45acd48,467929963bccb609
train,87,data_image/california_wildfires/16_10_2017/919935983314984960_0.jpg,0da119329f508e218ade72d8c87159541e5b7f9f4d3b3e4cf57e0cca74ffd044,62b99f1430625f8d
train,88,data_image/california_wildfires/16_10_2017/919965129898205190_1.jpg,84fa561f3e45ae35c3d31253a38a1a45228abf10e618abba705e0a53dc8f03d7,1c677228abc58c9d
train,89,data_image/california_wildfires/16_10_2017/919965129898205190_0.jpg,2ebe5f7288047482db38edbcdadcebc2b4cc3cdac73317768a6b6ce2f651ebe2,1a674197ad38f286
train,90,data_image/california_wildfires/16_10_2017/919974245106626561_0.jpg,c7e780c3846b801058f475c47b8aecd0e445b61fb99e429d5131a2f85b5efadb,3fc05827914fe09d
train,91,data_image/california_wildfires/16_10_2017/919974245106626561_2.jpg,3b14caa0d87496e879f48baf252c68db5216b442de0ed36f08452a5d526cbc3a,1e6418eb2d4744bb
train,92,data_image/california_wildfires/16_10_2017/919974245106626561_1.jpg,69bee673f201d9c2755e385415dfed6c154ed90706158f4fa86fbd30e5a1377f,087b75691ba15a1d
train,93,data_image/california_wildfires/16_10_2017/919974245106626561_3.jpg,77236f2869f409d1a768c9a49e7adca4bbbdfde914f8159b7a187150e6d15fd0,51277ed1965c5183
train,94,data_image/california_wildfires/16_10_2017/920005307148804096_0.jpg,13ed29d99dfb1c1af404c0c5cc849ec6f7fbb131c6de82642709a8398ccda7da,0f876371819c7371
train,95,data_image/california_wildfires/16_10_2017/920005307148804096_1.jpg,0a24b2162cb392a6e120171d537e1b729c12544791987d7a771a3762845627f3,02b2bd7d3b6e8481
train,96,data_image/california_wildfires/16_10_2017/920016499473047552_1.jpg,d334ae15121f7a18230f4783ef0fd25dfb95ef5662da36447d9b8927fca8267d,71d96f6668c90ca1
train,97,data_image/california_wildfires/16_10_2017/920016499473047552_0.jpg,1cc1cca9e45b2cc1fa804bbe33c4cc87aa534411513432dd1bc7638ad00afac0,63c700e0f9bd1ec4
train,98,data_image/california_wildfires/17_10_2017/920281575748788224_0.jpg,955270c3cd9d1ab2d96ec47731932963ac6d5837dfa107d8605d71059aa85cfe,45979b24692ba1dc
train,99,data_image/california_wildfires/17_10_2017/920281575748788224_2.jpg,cc93496aab9c5844699e7bbf1656855d300c02fd8f58e075747879b9fa6f2225,0503e19f697c1a37
train,100,data_image/california_wildfires/17_10_2017/920281575748788224_1.jpg,7d01d69237230965daf46403e4d406ffc10eca425f06e6944810ae9cd3c7e948,46bd914a8c63f11d
train,101,data_image/california_wildfires/17_10_2017/920303079714471936_1.jpg,1a55d8e74022cc618c56de961de4ffd090b4e11002634a0499edb7faf846cd32,36824bade556b219
train,102,data_image/california_wildfires/17_10_2017/920303079714471936_0.jpg,e4e7fe61c7cc7270cd964c169766d76c20c00963acf1acf7b5d82d3b48f15a36,66cc993366cc8c39
train,103,data_image/california_wildfires/17_10_2017/920307211666116608_1.jpg,3ad5edbd3768bda38d454cfa59c42a152c774548abe8952d252c52065b77fc20,45d6cdaac32c631a
train,104,data_image/california_wildfires/17_10_2017/920307211666116608_0.jpg,6a5d16697d6a3a757746bd9cbf90447613379d6ace5f2d3bb5e905fd4a882ecb,3c959583d48b8fc8
train,105,data_image/california_wildfires/17_10_2017/920310501451509762_0.jpg,4e12a63d4af4af0c6568f6513a7b3bf76b1fec338025530ac282c7f32e30d443,00805f878b7f17ae
train,106,data_image/california_wildfires/17_10_2017/920310501451509762_1.jpg,22c60f26d5348b1d67a10cc50c247c3f08370b1bf0e66d2a46ab0ba481f1671f,01aa7e4d81fa6e0d
train,107,data_image/california_wildfires/18_10_2017/920474622205628416_0.jpg,6f33758d2bf19e53425e13cf598cf36648a291753d979de94a6e1bcc8902a9fe,34aa6fd42c689d29
train,108,data_image/california_wildfires/18_10_2017/920474622205628416_1.jpg,79e462ee8a9d16bb8fdd317d709908983e9104d3edaef1525081e1e0edd77b53,3854d0fa7a1a5aaa
train,109,data_image/california_wildfires/18_10_2017/920474622205628416_3.jpg,4cd430cbcbd0fc4b08c6c575b88a3f3a9687985ebf65175a242483cdd184007e,2cb79b247dc2c06c
train,110,data_image/california_wildfires/18_10_2017/920474622205628416_2.jpg,b9c6ada7b695a695897681281e2f728ec182909891a4ffe68295cb0ea2bafb29,33c9d2861d397962
train,111,data_image/california_wildfires/18_10_2017/920533661170016256_1.jpg,aa8e5dc2c1a5da78086b472142c577f3bb81be365e90c7440da8fe2a694ecc83,1ae465939b668c9c
train,112,data_image/california_wildfires/18_10_2017/920533661170016256_0.jpg,5a7cd38c54d155db6ded64a5d73172c3c11c41abd311d0a484642c784287bb8a,1a62659d9a639a9c
train,113,data_image/california_wildfires/18_10_2017/920650692951494656_0.jpg,3e3c9753d1bccfde97ff164c2c87cb11ed5515780da47e9dbf576666a7c7be3a,4dd73e462e662622
train,114,data_image/california_wildfires/18_10_2017/920650692951494656_2.jpg,8123b50cffdf1da47228776b21777c75dfebc6bc36823a770a093d2c3369a45e,1ee6921127ce6699
train,115,data_image/california_wildfires/18_10_2017/920650692951494656_1.jpg,773cc5b72672b25a764d8adde8e1e42096df2749b6c768a06383eaf94df9240a,00f57fca708558b3
train,116,data_image/california_wildfires/19_10_2017/920831780629782528_0.jpg,61ab6f5d2b32ec982ee36e9b24b4667e997840f01af1add48846918807697ecc,71f1cc4c46066eb6
train,117,data_image/california_wildfires/19_10_2017/920831780629782528_1.jpg,15d40a9fed33d7c7223baeeef4ef1e01eaba324e88bbc5614d53e9bdeb63edd4,669b992ae4c6cb90
train,118,data_image/california_wildfires/19_10_2017/920831780629782528_2.jpg,9fbea1b72a15ef8708a18e1c6758eced52955f78ee5d7713ec99fc75aea90cc2,1fd0e0a1b59aca6c
train,119,data_image/california_wildfires/19_10_2017/920831780629782528_3.jpg,8ff094a4d09a5d6452abe475c4eb5b1b9961fd75c0f8d6f0a249af085298c6b2,67d85a29f4661f40
train,120,data_image/california_wildfires/19_10_2017/920886980745056256_0.jpg,6609024ee8961ec4051c45e51f0d749afa3190833844255f1bc906411b7f38e2,5f802e63713c3d85
train,121,data_image/california_wildfires/19_10_2017/920886980745056256_1.jpg,08954c1031cdad710ceba28f3a9298a097fc7e1e1ac24e307a572e04123143ba,6c118450be5b96cf
train,122,data_image/california_wildfires/19_10_2017/920916661519007745_0.jpg,8834e0e25d73a594ab1796095a56e7dd57c112e9588f6d424e7fb72bead0b7a6,46aaf11f49659a64
train,123,data_image/california_wildfires/19_10_2017/920916661519007745_1.jpg,4e49c9967c550dd121c7d5cb9999c014ab48f0be473c7891d3d804f07c39f34b,4fde2005fee21368
train,124,data_image/california_wildfires/19_10_2017/920916661519007745_3.jpg,4397a03e80143f06aab71cd63e914541796193e3673b67360379008b06eea66f,4d5c34bc33833b83
train,125,data_image/california_wildfires/19_10_2017/920916661519007745_2.jpg,c58fd50105fa74d534a18742bbb358c2f4f731c10db048ee2334cca042568e41,18f0e4b436399d36
train,126,data_image/california_wildfires/19_10_2017/921095476455321600_1.jpg,b9c6ada7b695a695897681281e2f728ec182909891a4ffe68295cb0ea2bafb29,33c9d2861d397962
train,127,data_image/california_wildfires/19_10_2017/921095476455321600_0.jpg,96994454487f60bc02737004aad128bd51822ae222655006a63318e4490f94d9,14b335d86c686b6c
train,128,data_image/california_wildfires/19_10_2017/921095476455321600_2.jpg,71764b220f42fefb4409aa334226256501852bbdb42eab98756ca10961f2e3b8,759892c916e648e7
train,129,data_image/california_wildfires/19_10_2017/921095476455321600_3.jpg,6f33758d2bf19e53425e13cf598cf36648a291753d979de94a6e1bcc8902a9fe,34aa6fd42c689d29
train,130,data_image/california_wildfires/21_10_2017/921623155835224064_1.jpg,76331cc71b0afb52ed24780db07f7d6e86b648fb3faf13c6e34b4163269dcaee,1cb42f68634b78b1
train,131,data_image/california_wildfires/21_10_2017/921623155835224064_0.jpg,082ed79210c0e27eb0f91f950a9066d2405b771fb3244d2baaaa9e78b0f51fd5,0451469bf487eb96
train,132,data_image/california_wildfires/21_10_2017/921623155835224064_2.jpg,e251108429e68f96c0b7cbaa88678e280bb26bc8300a448c804eeef95c7058b1,1469c8bd0d95e1d3
train,133,data_image/california_wildfires/21_10_2017/921623155835224064_3.jpg,35ead3389e57cfb3c26381328f04ecd875a31d5db40ae22080bc2b82440bab23,1acd361b391a3333
train,134,data_image/california_wildfires/22_10_2017/921895226905477120_0.jpg,c67319ac813c262cfb63c6071ce0c8773ae9418d3556b005b77da07b8f3b0ea4,62b69b829b5e129c
train,135,data_image/california_wildfires/22_10_2017/921895226905477120_1.jpg,2583502a73c0d8e665aa5344aa1ab1434bdf80e8ca09910ffde68fd821f13108,11b43bb669469c69
train,136,data_image/california_wildfires/22_10_2017/922144749632479232_0.jpg,9af1bcf4aba1abe4c2728cac8ae592193a68f5ec921822fe72ab7de8cda092fe,4766750287dd493c
train,137,data_image/california_wildfires/22_10_2017/922144749632479232_1.jpg,0dc17b09f61a9671fde68e6fa3449d8dc6788046940726cb5857942ae3f7847d,4d751fe39ce30822
train,138,data_image/california_wildfires/22_10_2017/922144749632479232_3.jpg,f0fdff0a9690c432c807ba25d3ad5e5aedda031deabed770d5a574964f07eab7,1b3ad164bac392d8
train,139,data_image/california_wildfires/22_10_2017/922144749632479232_2.jpg,8a3988f0cdeedbc075992ea265068cce9132ba0b30f8a6eca5869bd499ed065a,138be1684af35ae4
train,140,data_image/california_wildfires/23_10_2017/922569327034769408_0.jpg,7f98c9e48be76e2d5041c8400f7927ac413031f796d225d066b1bbe776e8883b,06d9b96a2c3c983e
train,141,data_image/california_wildfires/23_10_2017/922569327034769408_1.jpg,4712962e3bffb779d52071780db4fc7dc5ef61be882eae425c8cb0bb28e06b10,2490eb355a6dd227
train,142,data_image/california_wildfires/23_10_2017/922569327034769408_2.jpg,39dc8ce71f23e490bb7433bc41b099c2f05ae1afe6f552235c5bb95e835dc01a,48dab68585273dcc
train,143,data_image/california_wildfires/24_10_2017/922734446276640768_0.jpg,cf651f820c54435db0a48c2c3a9655e39c925fd133cdb01c0dbd1cc24935f41c,2a82fa75319b7486
train,144,data_image/california_wildfires/24_10_2017/922734446276640768_1.jpg,bac5e0689f4f7b0af5a5edfb57a5e9e50a6f5adce8a541fc05004566a4041ca9,0fdfc68bb024a0ea
train,145,data_image/california_wildfires/24_10_2017/922785728928665600_0.jpg,9da033b8e43819bffb555a247365d79dd2d7a9c2801205ea1da830b10385247b,615cb167b23c4b51
train,146,data_image/california_wildfires/24_10_2017/922785728928665600_1.jpg,2f3671f023d753018109ed2617c3ac6198f73946372196f2ed14b9fdf27cd1ba,0b83a37072a2af67
train,147,data_image/california_wildfires/24_10_2017/922785728928665600_2.jpg,37f80caa1c923404270abe8e967df197f7f542a884d856a80f2dc2f3db10939c,37ac520a0997793e
train,148,data_image/california_wildfires/24_10_2017/922890988863021056_0.jpg,50350657f9d63b27d143ddbc209b98429ec011a0db3392f4acf43e859bafb231,15c26a3d6b94a6c9
train,149,data_image/california_wildfires/24_10_2017/922890988863021056_1.jpg,f3187b9312f02121e92697c6dd7510ffc3720dbc8b0e6c5a289692f6062a9e43,36c6c919c4cb1bcc
train,150,data_image/california_wildfires/24_10_2017/922948121939927040_0.jpg,884282b2832462f04be43cf3a3b473d873ed8e2200b7250fcab03dec5e94cae0,3da909adbc94c466
train,151,data_image/california_wildfires/24_10_2017/922948121939927040_1.jpg,0a9f1dae43dd7a5762fbc73de5f2b85e841ce58fc34c4d54a4888a794929b641,1bfa8a602eeeca48
train,152,data_image/california_wildfires/24_10_2017/922948121939927040_2.jpg,0dd357e08dbdc6ce053faf90b4347c50d32d1c2e75a5e25534c87a1cb57d5ce0,36e243549c5bf138
train,153,data_image/california_wildfires/26_10_2017/923577783367946240_0.jpg,9e3a45302f68cf8a074dbbe58ab97fbde7ef07503f12521447795b1b3346244e,4ae375dd0e0846e3
train,154,data_image/california_wildfires/26_10_2017/923577783367946240_2.jpg,b54c587161cf8a5972bd065e0e590c65dd007ff05d7971d60636d47a5a1491ad,4af71c08758ea2d5
train,155,data_image/california_wildfires/26_10_2017/923577783367946240_1.jpg,634f47b943a32b165c37efb67d6044784755fe054231a544e2384ae193a951c7,1276304dda8da5b6
